PIN	PropClass	Address	City	Zip	SaleDate	SaleAmt	TaxRate	ASL	ASFL	AI	ASB	ASFB	ASTotal	ASFTotal	Subdivision	FullBath	Style	HalfBath	LivingSqFt	CentralAir	BldgSqFt	Fireplace	YearBuilt	Porch	Basement	Attic	Garage	Lot	Block	Unit	Building	Area	Status
04-10-06-201-012-0000	RESIDENTIAL	145 NORTHFIELD DR	MINOOKA	60447	06/01/2006	$330,304	8.8216 (2016)	12,035	0	0	95,323	0	107,358	0	N/A	2	2-STY	1	2976 Sq. Feet	YES	2976 Sq. Feet	YES	2006	NO	FULL	NO	506 Sq. Feet	67	N/A	N/A	N/A	N/A	N/A
04-10-06-201-013-0000	RESIDENTIAL	149 NORTHFIELD DR	MINOOKA	60447	07/01/2006	$349,842	8.8216 (2016)	12,035	0	0	95,911	0	107,946	0	N/A	0	2-STY	0	2976 Sq. Feet	YES	2976 Sq. Feet	NO	2006	NO	PRT LOOKOUT	NO	506 Sq. Feet	66	N/A	N/A	N/A	N/A	N/A
02-24-08-303-024-0000	RESIDENTIAL	140 W MAIN ST	BRAIDWOOD	60408	04/04/1997	$59,800	7.2039 (2016)	6,603	0	0	19,223	0	25,826	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-201-010-0000	RESIDENTIAL	137 NORTHFIELD DR	MINOOKA	60447	10/01/2016	$284,225	8.8216 (2016)	7,350	0	19,475	82,655	0	90,005	0	N/A	0	VACANT	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	N/A	NO	NONE	69	N/A	N/A	N/A	N/A	N/A
04-10-06-201-003-0000	RESIDENTIAL	109 NORTHFIELD DR	MINOOKA	60447	07/01/2013	$342,450	8.8216 (2016)	7,659	0	0	0	0	7,659	0	N/A	0	VACANT	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	N/A	NO	NONE	76	N/A	N/A	N/A	N/A	N/A
04-10-06-201-014-0000	RESIDENTIAL	153 NORTHFIELD DR	MINOOKA	60447	02/01/2016	$284,920	8.8216 (2016)	10,550	0	0	79,674	0	90,224	0	N/A	0	VACANT	0	0 Sq. Feet	NO	0 Sq. Feet	NO	N/A	NO	N/A	NO	NONE	65	N/A	N/A	N/A	N/A	N/A
02-24-08-303-023-0000	RESIDENTIAL	146 W MAIN ST	BRAIDWOOD	60408	02/01/2003	$70,051	7.2039 (2016)	6,603	0	0	31,584	0	38,187	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
02-24-08-303-022-0000	RESIDENTIAL	158 W MAIN ST	BRAIDWOOD	60408	07/01/2016	$69,900	7.2039 (2016)	6,603	0	0	15,933	0	22,536	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
02-24-08-303-025-0000	RESIDENTIAL	136 W MAIN ST	BRAIDWOOD	60408	07/01/2003	$99,250	7.2039 (2016)	6,603	0	0	29,924	0	36,527	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-201-015-0000	RESIDENTIAL	157 NORTHFIELD DR	MINOOKA	60447	01/01/2006	$364,539	8.8216 (2016)	12,504	0	0	94,790	0	107,294	0	N/A	0	2-STY	0	2976 Sq. Feet	NO	2976 Sq. Feet	NO	2005	NO	N/A	NO	506 Sq. Feet	64	N/A	N/A	N/A	N/A	N/A
04-10-06-408-002-0000	RESIDENTIAL	99 NORTHFIELD DR	MINOOKA	60447	08/01/2009	$300,024	8.8216 (2016)	12,035	0	0	86,138	0	98,173	0	N/A	2	2-STY	1	2608 Sq. Feet	YES	2608 Sq. Feet	YES	2009	YES	FULL LOOKOUT	NO	667 Sq. Feet	79	N/A	N/A	N/A	N/A	N/A
04-10-06-410-007-0000	RESIDENTIAL	120 NORTHFIELD DR	MINOOKA	60447	07/01/2006	$311,751	8.8216 (2016)	12,035	0	0	86,245	0	98,280	0	N/A	2	2-STY	0	2678 Sq. Feet	YES	2678 Sq. Feet	NO	2006	NO	FULL	NO	719 Sq. Feet	61	N/A	N/A	N/A	N/A	N/A
04-10-06-410-008-0000	RESIDENTIAL	124 NORTHFIELD DR	MINOOKA	60447	03/01/2006	$282,949	8.8216 (2016)	12,504	0	0	65,525	0	78,029	0	N/A	0	2-STY	0	2434 Sq. Feet	NO	2434 Sq. Feet	NO	2006	NO	N/A	NO	550 Sq. Feet	62	N/A	N/A	N/A	N/A	N/A
05-06-03-307-023-0000	RESIDENTIAL	4710 NORITAKE CT	JOLIET	60431	07/01/2003	$168,053	10.2841 (2016)	9,910	0	0	42,400	0	52,310	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	NO	2002	YES	CRAWL, 1531 Sq. Feet	NO	ATTACHED, 380 Sq. Feet	98-2	N/A	N/A	N/A	N/A	N/A
05-06-03-307-024-0000	RESIDENTIAL	4708 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	47,350	0	57,260	0	N/A	1	1-STY	1	1531 Sq. Feet	YES	1531 Sq. Feet	YES	2001	YES	FULL	NO	ATTACHED, 380 Sq. Feet	99-1	N/A	N/A	N/A	N/A	N/A
05-06-03-307-025-0000	RESIDENTIAL	4706 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	46,100	0	56,010	0	N/A	1	1-STY	1	1531 Sq. Feet	YES	1531 Sq. Feet	NO	2001	YES	FULL	NO	ATTACHED, 380 Sq. Feet	9.2	N/A	N/A	N/A	N/A	N/A
05-06-03-307-040-0000	RESIDENTIAL	4709 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	47,250	0	57,160	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	NO	2002	YES	FULL	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
04-10-06-202-001-0000	RESIDENTIAL	128 NORTHFIELD DR	MINOOKA	60447	06/01/2015	$220,000	8.8216 (2016)	12,035	0	0	67,287	0	79,322	0	N/A	0	2-STY	0	2434 Sq. Feet	NO	2434 Sq. Feet	NO	2006	NO	N/A	NO	550 Sq. Feet	63	N/A	N/A	N/A	N/A	N/A
05-06-03-307-041-0000	RESIDENTIAL	4707 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	46,850	0	56,760	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	NO	2002	YES	FULL	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
05-06-03-307-044-0000	RESIDENTIAL	4705 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	47,200	0	57,110	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	YES	2004	YES	PRT CRAWL, 765 Sq. Feet	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
05-06-03-307-045-0000	RESIDENTIAL	4703 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	46,800	0	56,710	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	YES	2003	YES	PRT CRAWL, 765 Sq. Feet	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
05-06-03-307-046-0000	RESIDENTIAL	4704 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	46,650	0	56,560	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	YES	2004	YES	PRT CRAWL, 765 Sq. Feet	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
05-06-03-307-022-0000	RESIDENTIAL	4712 NORITAKE CT	JOLIET	60431	12/01/2014	$125,000	10.2841 (2016)	9,910	0	0	38,120	0	48,030	0	N/A	1	1-STY	1	1531 Sq. Feet	YES	1531 Sq. Feet	NO	2001	YES	CRAWL, 1531 Sq. Feet	NO	ATTACHED, 380 Sq. Feet	98-1	N/A	N/A	N/A	N/A	N/A
05-06-03-307-047-0000	RESIDENTIAL	4702 NORITAKE CT	JOLIET	60431	N/A	N/A	10.2841 (2016)	9,910	0	0	49,650	0	59,560	0	N/A	2	1-STY	0	1531 Sq. Feet	YES	1531 Sq. Feet	YES	2003	YES	FULL	NO	ATTACHED, 380 Sq. Feet	N/A	N/A	N/A	N/A	N/A	N/A
05-06-04-111-032-0000	RESIDENTIAL	5419 NANCY CT	JOLIET	60586	12/01/2009	$215,000	10.2841 (2016)	11,700	0	0	61,450	0	73,150	0	N/A	2	2-STY	1	2880 Sq. Feet	YES	2880 Sq. Feet	YES	2002	NO	FULL	NO	460 Sq. Feet	356	N/A	N/A	N/A	N/A	N/A
05-06-04-111-033-0000	RESIDENTIAL	5417 NANCY CT	JOLIET	60586	05/01/2005	$224,900	10.2841 (2016)	11,700	0	0	41,950	0	53,650	0	N/A	2	2-STY	1	1494 Sq. Feet	YES	1494 Sq. Feet	NO	2002	YES	FULL	NO	ATTACHED, 420 Sq. Feet	357	N/A	N/A	N/A	N/A	N/A
05-06-04-111-034-0000	RESIDENTIAL	5415 NANCY CT	JOLIET	60586	08/01/2008	$199,000	10.2841 (2016)	11,700	0	0	51,100	0	62,800	0	N/A	2	2-STY+1	1	1796 Sq. Feet	YES	1796 Sq. Feet	YES	2002	NO	PRT CRAWL, 528 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	358	N/A	N/A	N/A	N/A	N/A
05-06-04-111-036-0000	RESIDENTIAL	5411 NANCY CT	JOLIET	60586	04/01/2014	$167,000	10.2841 (2016)	11,700	0	0	49,300	0	61,000	0	N/A	2	2-STY+1	1	1796 Sq. Feet	YES	1796 Sq. Feet	NO	2002	NO	PRT CRAWL, 528 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	360	N/A	N/A	N/A	N/A	N/A
05-06-04-111-037-0000	RESIDENTIAL	5409 NANCY CT	JOLIET	60586	04/01/2002	$193,365	10.2841 (2016)	13,200	0	0	52,600	0	65,800	0	N/A	2	2-STY	1	2386 Sq. Feet	YES	2386 Sq. Feet	YES	2002	YES	PRT CRAWL, 378 Sq. Feet	NO	420 Sq. Feet	361	N/A	N/A	N/A	N/A	N/A
05-06-04-111-038-0000	RESIDENTIAL	5420 NANCY CT	JOLIET	60586	06/01/2014	$195,976	10.2841 (2016)	11,700	0	0	53,700	0	65,400	0	N/A	2	2-STY	1	2264 Sq. Feet	YES	2264 Sq. Feet	YES	2002	YES	PRT CRAWL, 273 Sq. Feet	NO	ATTACHED, 441 Sq. Feet	355	N/A	N/A	N/A	N/A	N/A
05-06-04-111-039-0000	RESIDENTIAL	5418 NANCY CT	JOLIET	60586	06/01/2002	$200,820	10.2841 (2016)	11,700	0	0	51,750	0	63,450	0	N/A	2	2-STY	1	2386 Sq. Feet	YES	2386 Sq. Feet	YES	2002	YES	PRT SLAB, 378 Sq. Feet	NO	420 Sq. Feet	354	N/A	N/A	N/A	N/A	N/A
05-06-04-111-040-0000	RESIDENTIAL	5416 NANCY CT	JOLIET	60586	03/01/2002	$223,557	10.2841 (2016)	11,700	0	0	60,250	0	71,950	0	N/A	2	2-STY	1	2880 Sq. Feet	YES	2880 Sq. Feet	YES	2002	NO	FULL	NO	460 Sq. Feet	353	N/A	N/A	N/A	N/A	N/A
04-10-06-410-003-0000	RESIDENTIAL	104 NORTHFIELD DR	MINOOKA	60447	04/01/2013	$239,000	8.8216 (2016)	12,035	0	0	96,592	0	108,627	0	N/A	3	2-STY	0	2976 Sq. Feet	YES	2976 Sq. Feet	YES	2007	NO	FULL LOOKOUT	NO	506 Sq. Feet	57	N/A	N/A	N/A	N/A	N/A
05-06-04-111-041-0000	RESIDENTIAL	5414 NANCY CT	JOLIET	60586	08/01/2006	$225,000	10.2841 (2016)	11,700	0	0	52,750	0	64,450	0	N/A	2	2-STY	1	2096 Sq. Feet	YES	2096 Sq. Feet	YES	2002	YES	FULL	NO	ATTACHED, 441 Sq. Feet	352	N/A	N/A	N/A	N/A	N/A
05-06-04-111-035-0000	RESIDENTIAL	5413 NANCY CT	JOLIET	60586	04/01/2002	$187,395	10.2841 (2016)	11,700	0	0	55,250	0	66,950	0	N/A	2	2-STY+1	1	2202 Sq. Feet	YES	2202 Sq. Feet	NO	2002	NO	FULL	NO	460 Sq. Feet	359	N/A	N/A	N/A	N/A	N/A
04-10-06-410-001-0000	RESIDENTIAL	100 NORTHFIELD DR	MINOOKA	60447	11/01/2007	$303,811	8.8216 (2016)	12,035	0	0	85,017	0	97,052	0	N/A	0	2-STY	0	2509 Sq. Feet	NO	2509 Sq. Feet	NO	2007	NO	N/A	NO	719 Sq. Feet	56	N/A	N/A	N/A	N/A	N/A
04-10-06-410-004-0000	RESIDENTIAL	108 NORTHFIELD DR	MINOOKA	60447	02/01/2006	$314,000	8.8216 (2016)	12,504	0	0	82,667	0	95,171	0	N/A	0	2-STY	0	2612 Sq. Feet	NO	2612 Sq. Feet	NO	2006	NO	N/A	NO	780 Sq. Feet	58	N/A	N/A	N/A	N/A	N/A
04-10-06-410-006-0000	RESIDENTIAL	116 NORTHFIELD DR	MINOOKA	60447	03/01/2006	$301,835	8.8216 (2016)	12,504	0	0	66,113	0	78,617	0	N/A	0	2-STY	0	2434 Sq. Feet	NO	2434 Sq. Feet	NO	2006	NO	N/A	NO	550 Sq. Feet	60	N/A	N/A	N/A	N/A	N/A
04-10-06-410-005-0000	RESIDENTIAL	112 NORTHFIELD DR	MINOOKA	60447	03/01/2007	$351,550	8.8216 (2016)	12,504	0	0	95,964	0	108,468	0	N/A	0	2-STY	0	2976 Sq. Feet	NO	2976 Sq. Feet	NO	2007	NO	N/A	NO	506 Sq. Feet	59	N/A	N/A	N/A	N/A	N/A
05-06-04-111-042-0000	RESIDENTIAL	5412 NANCY CT	JOLIET	60586	10/01/2014	$185,000	10.2841 (2016)	11,700	0	0	46,600	0	58,300	0	N/A	2	2-STY+1	1	1796 Sq. Feet	YES	1796 Sq. Feet	NO	2001	NO	PRT CRAWL, 528 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	351	N/A	N/A	N/A	N/A	N/A
05-06-04-111-043-0000	RESIDENTIAL	5410 NANCY CT	JOLIET	60586	06/01/2002	$187,380	10.2841 (2016)	11,700	0	0	53,100	0	64,800	0	N/A	2	2-STY	1	2386 Sq. Feet	YES	2386 Sq. Feet	NO	2002	YES	PRT CRAWL, 378 Sq. Feet	NO	420 Sq. Feet	350	N/A	N/A	N/A	N/A	N/A
05-06-04-204-049-1003	RESIDENTIAL	5013 NORWALK CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	10,150	0	0	38,041	0	48,191	0	N/A	2	2 FL	0	1805 Sq. Feet	YES	1805 Sq. Feet	NO	2003	NO	SLAB, 1805 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	178-3	N/A	N/A	N/A
05-06-04-204-049-1004	RESIDENTIAL	5011 NORWALK CT	JOLIET	60586	07/01/2006	$162,000	10.2841 (2016)	10,150	0	0	33,134	0	43,284	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2003	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	178-4	N/A	N/A	N/A
05-06-04-204-051-1001	RESIDENTIAL	5010 NORWALK CT	JOLIET	60586	06/01/2006	$159,500	10.2841 (2016)	9,200	0	0	32,421	0	41,621	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2003	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	180-1	N/A	N/A	N/A
05-06-04-204-051-1002	RESIDENTIAL	5012 NORWALK CT	JOLIET	60586	08/01/2015	$152,000	10.2841 (2016)	10,150	0	0	37,478	0	47,628	0	N/A	2	2 FL	0	1785 Sq. Feet	YES	1785 Sq. Feet	NO	2003	NO	SLAB, 1785 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	180-2	N/A	N/A	N/A
05-06-04-204-051-1003	RESIDENTIAL	5014 NORWALK CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	10,150	0	0	38,041	0	48,191	0	N/A	2	2 FL	0	1805 Sq. Feet	YES	1805 Sq. Feet	NO	2003	NO	SLAB, 1805 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	180-3	N/A	N/A	N/A
05-06-04-204-051-1004	RESIDENTIAL	5016 NORWALK CT	JOLIET	60586	03/01/2013	$107,000	10.2841 (2016)	10,150	0	0	33,134	0	43,284	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2003	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	180-4	N/A	N/A	N/A
05-06-04-204-049-1002	RESIDENTIAL	5015 NORWALK CT	JOLIET	60586	05/01/2008	$150,000	10.2841 (2016)	10,150	0	0	37,478	0	47,628	0	N/A	2	2 FL	0	1785 Sq. Feet	YES	1785 Sq. Feet	NO	2004	NO	SLAB, 1785 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	178-2	N/A	N/A	N/A
05-06-04-205-146-1002	RESIDENTIAL	5122 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	9,700	0	0	35,386	0	45,086	0	N/A	1	2-STY	1	1484 Sq. Feet	YES	1484 Sq. Feet	NO	2005	NO	SLAB, 932 Sq. Feet	NO	380 Sq. Feet	N/A	N/A	213-2	N/A	N/A	N/A
05-06-04-205-146-1003	RESIDENTIAL	5124 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	9,700	0	0	35,758	0	45,458	0	N/A	1	2-STY	1	1484 Sq. Feet	YES	1484 Sq. Feet	NO	2005	NO	SLAB, 932 Sq. Feet	NO	380 Sq. Feet	N/A	N/A	213-3	N/A	N/A	N/A
05-06-04-205-146-1004	RESIDENTIAL	5126 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	9,700	0	0	35,758	0	45,458	0	N/A	1	2-STY	1	1484 Sq. Feet	YES	1484 Sq. Feet	NO	2005	NO	SLAB, 932 Sq. Feet	NO	380 Sq. Feet	N/A	N/A	213-4	N/A	N/A	N/A
05-06-04-205-146-1005	RESIDENTIAL	5128 NEW HAVEN CT	JOLIET	60586	04/01/2010	$149,900	10.2841 (2016)	9,700	0	0	35,335	0	45,035	0	N/A	1	2-STY	1	1484 Sq. Feet	YES	1484 Sq. Feet	NO	2005	NO	SLAB, 932 Sq. Feet	NO	380 Sq. Feet	N/A	N/A	213-5	N/A	N/A	N/A
05-06-04-205-146-1006	RESIDENTIAL	5130 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	9,700	0	0	39,322	0	49,022	0	N/A	2	2-STY	1	1616 Sq. Feet	YES	1616 Sq. Feet	NO	2005	NO	SLAB, 1008 Sq. Feet	NO	400 Sq. Feet	N/A	N/A	213-6	N/A	N/A	N/A
05-06-04-205-148-1001	RESIDENTIAL	5115 NEW HAVEN CT	JOLIET	60586	02/01/2007	$169,900	10.2841 (2016)	9,200	0	0	32,421	0	41,621	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2005	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	212-1	N/A	N/A	N/A
05-06-04-205-148-1002	RESIDENTIAL	5113 NEW HAVEN CT	JOLIET	60586	05/01/2008	$194,000	10.2841 (2016)	10,150	0	0	37,478	0	47,628	0	N/A	2	2 FL	0	1785 Sq. Feet	YES	1785 Sq. Feet	NO	2005	NO	SLAB, 1785 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	212-2	N/A	N/A	N/A
05-06-04-205-146-1001	RESIDENTIAL	5120 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	9,700	0	0	39,782	0	49,482	0	N/A	2	2-STY	1	1616 Sq. Feet	YES	1616 Sq. Feet	NO	2005	NO	SLAB, 1008 Sq. Feet	NO	400 Sq. Feet	N/A	N/A	213-1	N/A	N/A	N/A
05-06-04-205-148-1003	RESIDENTIAL	5111 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	10,150	0	0	38,041	0	48,191	0	N/A	2	2 FL	0	1805 Sq. Feet	YES	1805 Sq. Feet	NO	2005	NO	SLAB, 1805 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	212-3	N/A	N/A	N/A
05-06-04-205-148-1004	RESIDENTIAL	5109 NEW HAVEN CT	JOLIET	60586	02/01/2015	$127,000	10.2841 (2016)	10,150	0	0	33,134	0	43,284	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2005	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	212-4	N/A	N/A	N/A
05-06-04-205-150-1001	RESIDENTIAL	5110 NEW HAVEN CT	JOLIET	60586	07/01/2012	$79,000	10.2841 (2016)	9,200	0	0	32,421	0	41,621	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2005	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	214-1	N/A	N/A	N/A
05-06-04-205-150-1002	RESIDENTIAL	5112 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	10,150	0	0	37,478	0	47,628	0	N/A	2	2 FL	0	1785 Sq. Feet	YES	1785 Sq. Feet	NO	2005	NO	SLAB, 1785 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	214-2	N/A	N/A	N/A
05-06-04-205-150-1004	RESIDENTIAL	5116 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	10,150	0	0	33,134	0	43,284	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2005	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	214-4	N/A	N/A	N/A
05-06-04-205-150-1003	RESIDENTIAL	5114 NEW HAVEN CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	10,150	0	0	38,041	0	48,191	0	N/A	2	2 FL	0	1805 Sq. Feet	YES	1805 Sq. Feet	NO	2006	NO	SLAB, 1805 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	214-3	N/A	N/A	N/A
05-06-04-303-013-0000	RESIDENTIAL	1114 NORTHSIDE DR	SHOREWOOD	60404	05/01/2006	$315,371	9.5872 (2016)	14,200	0	0	78,800	0	93,000	0	N/A	2	2-STY+1	1	2907 Sq. Feet	YES	2907 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 676 Sq. Feet	33	N/A	N/A	N/A	N/A	N/A
05-06-04-303-014-0000	RESIDENTIAL	1116 NORTHSIDE DR	SHOREWOOD	60404	05/01/2008	$257,000	9.5872 (2016)	14,200	0	0	71,100	0	85,300	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	YES	2006	YES	FULL	NO	ATTACHED, 440 Sq. Feet	32	N/A	N/A	N/A	N/A	N/A
05-06-04-204-047-1003	RESIDENTIAL	5003 NORWALK CT	JOLIET	60586	07/01/2016	$132,000	10.2841 (2016)	9,700	0	0	35,758	0	45,458	0	N/A	1	2-STY	1	1484 Sq. Feet	YES	1484 Sq. Feet	NO	2003	NO	SLAB, 932 Sq. Feet	NO	380 Sq. Feet	N/A	N/A	179-3	N/A	N/A	N/A
05-06-04-204-047-1004	RESIDENTIAL	5001 NORWALK CT	JOLIET	60586	N/A	N/A	10.2841 (2016)	9,700	0	0	39,322	0	49,022	0	N/A	2	2-STY	1	1616 Sq. Feet	YES	1616 Sq. Feet	NO	2003	NO	SLAB, 1008 Sq. Feet	NO	400 Sq. Feet	N/A	N/A	179-4	N/A	N/A	N/A
05-06-04-204-047-1001	RESIDENTIAL	5007 NORWALK CT	JOLIET	60586	01/01/2016	$150,000	10.2841 (2016)	9,700	0	0	39,782	0	49,482	0	N/A	2	2-STY	1	1616 Sq. Feet	YES	1616 Sq. Feet	NO	2003	NO	SLAB, 1008 Sq. Feet	NO	400 Sq. Feet	N/A	N/A	179-1	N/A	N/A	N/A
05-06-04-111-044-0000	RESIDENTIAL	5408 NANCY CT	JOLIET	60586	06/01/2002	$212,671	10.2841 (2016)	11,700	0	0	60,900	0	72,600	0	N/A	2	2-STY	1	2880 Sq. Feet	YES	2880 Sq. Feet	YES	2002	NO	FULL	NO	460 Sq. Feet	349	N/A	N/A	N/A	N/A	N/A
05-06-04-204-049-1001	RESIDENTIAL	5017 NORWALK CT	JOLIET	60586	11/01/2012	$104,000	10.2841 (2016)	9,200	0	0	32,421	0	41,621	0	N/A	2	1 FL	0	1310 Sq. Feet	YES	1310 Sq. Feet	NO	2003	NO	SLAB, 1310 Sq. Feet	NO	ATTACHED, 440 Sq. Feet	N/A	N/A	178-1	N/A	N/A	N/A
05-06-04-303-018-0000	RESIDENTIAL	1110 NORTHSIDE DR	SHOREWOOD	60404	03/01/2016	$300,000	9.5872 (2016)	14,200	0	0	73,000	0	87,200	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	NO	2006	YES	FULL	NO	ATTACHED, 800 Sq. Feet	35	N/A	N/A	N/A	N/A	N/A
05-06-04-303-022-0000	RESIDENTIAL	1102 NORTHSIDE DR	SHOREWOOD	60404	01/01/2006	$260,892	9.5872 (2016)	14,200	0	0	62,150	0	76,350	0	N/A	2	2-STY	1	2508 Sq. Feet	YES	2508 Sq. Feet	NO	2006	NO	FULL	NO	ATTACHED, 440 Sq. Feet	39	N/A	N/A	N/A	N/A	N/A
05-06-04-303-023-0000	RESIDENTIAL	1016 NORTHSIDE DR	SHOREWOOD	60404	09/01/2005	$294,876	9.5872 (2016)	14,200	0	0	71,000	0	85,200	0	N/A	2	2-STY	1	2808 Sq. Feet	YES	2808 Sq. Feet	NO	2005	YES	FULL	NO	ATTACHED, 800 Sq. Feet	40	N/A	N/A	N/A	N/A	N/A
05-06-04-303-024-0000	RESIDENTIAL	1014 NORTHSIDE DR	SHOREWOOD	60404	07/01/2006	$236,677	9.5872 (2016)	14,200	0	0	53,850	0	68,050	0	N/A	2	1-STY	1	1878 Sq. Feet	YES	1878 Sq. Feet	YES	2006	NO	PRT CRAWL, 1167 Sq. Feet	NO	ATTACHED, 400 Sq. Feet	41	N/A	N/A	N/A	N/A	N/A
05-06-04-204-047-1002	RESIDENTIAL	5005 NORWALK CT	JOLIET	60586	11/01/2008	$129,000	10.2841 (2016)	9,700	0	0	35,386	0	45,086	0	N/A	1	2-STY	1	1484 Sq. Feet	YES	1484 Sq. Feet	NO	2003	NO	SLAB, 932 Sq. Feet	NO	380 Sq. Feet	N/A	N/A	179-2	N/A	N/A	N/A
05-06-04-303-025-0000	RESIDENTIAL	1012 NORTHSIDE DR	SHOREWOOD	60404	03/01/2006	$275,000	9.5872 (2016)	14,200	0	0	60,400	0	74,600	0	N/A	2	2-STY	1	2334 Sq. Feet	YES	2334 Sq. Feet	YES	2005	NO	FULL	NO	ATTACHED, 464 Sq. Feet	42	N/A	N/A	N/A	N/A	N/A
